[Lenovo System Update build: 2021-03-31 2.0.0.1]	28/07/2021 00:45:50
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder.UpdateADPolicySettings()
	Message: ScheduleFile isn't exist , ScheduleTask isn't exist ,Random create ScheduleTask  and ScheduleFile

Info	2021-07-28 , 12:45:51.283
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.NeedChangeSchedulerTime(Int32& modifiedHourStart, Int32& modifiedHourEnd, Boolean& addDay)
	Message: Get windows active hour setting. Between 8 and 17

Info	2021-07-28 , 12:45:51.284
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder.UpdateADPolicySettings()
	Message: Compared with Windows active hour setting. Need to skip current schedule task and reset schedule task time, new time between 17 and 23, change day is False

Info	2021-07-28 , 12:45:51.284
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: ConfigScheduledTask Execute start

Info	2021-07-28 , 12:45:51.284
	at ConfigScheduledTask.ConfigScheduledTask.CreateWeeklyScheduleTask(String time, String date, String enabled)
	Message: Begin schtask, arg: /delete /tn "Lenovo\ImController\Plugins\LenovoSystemUpdatePlugin_WeeklyTask" /f

Info	2021-07-28 , 12:45:51.294
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: Begin schtask, arg: /Create /TN "Lenovo\ImController\Plugins\LenovoSystemUpdatePlugin_WeeklyTask" /XML "C:\ProgramData\Lenovo\ImController\SystemPluginData\LenovoSystemUpdatePlugin\session\TVSUUpdateTask_Weekly.xml" /F

Info	2021-07-28 , 12:45:51.301
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder.UpdateADPolicySettings()
	Message: ScheduleFile isn't exist , ScheduleTask isn't exist ,Random create ScheduleTask  and ScheduleFile

Info	2021-07-28 , 12:45:51.301
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.NeedChangeSchedulerTime(Int32& modifiedHourStart, Int32& modifiedHourEnd, Boolean& addDay)
	Message: Get windows active hour setting. Between 8 and 17

Info	2021-07-28 , 12:45:51.304
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder.UpdateADPolicySettings()
	Message: Compared with Windows active hour setting. Need to skip current schedule task and reset schedule task time, new time between 17 and 23, change day is False

Info	2021-07-28 , 12:45:51.304
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: ConfigScheduledTask Execute start

Info	2021-07-28 , 12:45:51.304
	at ConfigScheduledTask.ConfigScheduledTask.CreateWeeklyScheduleTask(String time, String date, String enabled)
	Message: Begin schtask, arg: /delete /tn "Lenovo\ImController\Plugins\LenovoSystemUpdatePlugin_WeeklyTask" /f

Info	2021-07-28 , 12:45:51.359
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: End schtask.

Info	2021-07-28 , 12:45:51.368
	at ConfigScheduledTask.ConfigScheduledTask.CreateWeeklyScheduleTask(String time, String date, String enabled)
	Message: End schtask.

Info	2021-07-28 , 12:45:51.368
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: Begin schtask, arg: /Create /TN "Lenovo\ImController\Plugins\LenovoSystemUpdatePlugin_WeeklyTask" /XML "C:\ProgramData\Lenovo\ImController\SystemPluginData\LenovoSystemUpdatePlugin\session\TVSUUpdateTask_Weekly.xml" /F

Info	2021-07-28 , 12:45:51.368
	at ConfigScheduledTask.ConfigScheduledTask.CreateWeeklyScheduleTask(String time, String date, String enabled)
	Message: End schtask.

Info	2021-07-28 , 12:45:51.368
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: Begin schtask, arg: /Create /TN "Lenovo\ImController\Plugins\LenovoSystemUpdatePlugin_WeeklyTask" /XML "C:\ProgramData\Lenovo\ImController\SystemPluginData\LenovoSystemUpdatePlugin\session\TVSUUpdateTask_Weekly.xml" /F

Info	2021-07-28 , 12:45:51.368
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: End schtask.

Info	2021-07-28 , 12:45:51.427
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: End schtask.

Info	2021-07-28 , 12:45:51.431
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: End schtask.

Info	2021-07-28 , 12:45:51.772
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: ConfigScheduledTask Execute start

Info	2021-07-28 , 12:45:51.772
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: ConfigScheduledTask Execute start

Info	2021-07-28 , 12:45:51.772
	at ConfigScheduledTask.ConfigScheduledTask.CreateOnceScheduleTask()
	Message: Begin schtask, arg: /delete /tn "Lenovo\ImController\Plugins\LenovoSystemUpdatePlugin_TVSUUpdateTask_Once" /f

Info	2021-07-28 , 12:45:51.772
	at ConfigScheduledTask.ConfigScheduledTask.CreateOnceScheduleTask()
	Message: Begin schtask, arg: /delete /tn "Lenovo\ImController\Plugins\LenovoSystemUpdatePlugin_TVSUUpdateTask_Once" /f

Info	2021-07-28 , 12:45:51.773
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: ConfigScheduledTask Execute start

Info	2021-07-28 , 12:45:51.773
	at ConfigScheduledTask.ConfigScheduledTask.CreateOnceScheduleTask()
	Message: Begin schtask, arg: /delete /tn "Lenovo\ImController\Plugins\LenovoSystemUpdatePlugin_TVSUUpdateTask_Once" /f

Info	2021-07-28 , 12:45:51.781
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: ConfigScheduledTask Execute start

Info	2021-07-28 , 12:45:51.781
	at ConfigScheduledTask.ConfigScheduledTask.CreateOnceScheduleTask()
	Message: Begin schtask, arg: /delete /tn "Lenovo\ImController\Plugins\LenovoSystemUpdatePlugin_TVSUUpdateTask_Once" /f

Info	2021-07-28 , 12:45:51.813
	at ConfigScheduledTask.ConfigScheduledTask.CreateOnceScheduleTask()
	Message: End schtask.

Info	2021-07-28 , 12:45:51.816
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: Begin schtask, arg: /Create /TN "Lenovo\ImController\Plugins\LenovoSystemUpdatePlugin_TVSUUpdateTask_Once" /XML "C:\ProgramData\Lenovo\ImController\SystemPluginData\LenovoSystemUpdatePlugin\session\TVSUUpdateTask_Once.xml" /F

Info	2021-07-28 , 12:45:51.819
	at ConfigScheduledTask.ConfigScheduledTask.CreateOnceScheduleTask()
	Message: End schtask.

Info	2021-07-28 , 12:45:51.820
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: Begin schtask, arg: /Create /TN "Lenovo\ImController\Plugins\LenovoSystemUpdatePlugin_TVSUUpdateTask_Once" /XML "C:\ProgramData\Lenovo\ImController\SystemPluginData\LenovoSystemUpdatePlugin\session\TVSUUpdateTask_Once.xml" /F

Info	2021-07-28 , 12:45:51.824
	at ConfigScheduledTask.ConfigScheduledTask.CreateOnceScheduleTask()
	Message: End schtask.

Info	2021-07-28 , 12:45:51.826
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: Begin schtask, arg: /Create /TN "Lenovo\ImController\Plugins\LenovoSystemUpdatePlugin_TVSUUpdateTask_Once" /XML "C:\ProgramData\Lenovo\ImController\SystemPluginData\LenovoSystemUpdatePlugin\session\TVSUUpdateTask_Once.xml" /F

Info	2021-07-28 , 12:45:51.836
	at ConfigScheduledTask.ConfigScheduledTask.CreateOnceScheduleTask()
	Message: End schtask.

Info	2021-07-28 , 12:45:51.836
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: Begin schtask, arg: /Create /TN "Lenovo\ImController\Plugins\LenovoSystemUpdatePlugin_TVSUUpdateTask_Once" /XML "C:\ProgramData\Lenovo\ImController\SystemPluginData\LenovoSystemUpdatePlugin\session\TVSUUpdateTask_Once.xml" /F

Info	2021-07-28 , 12:45:51.878
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: End schtask.

Info	2021-07-28 , 12:45:51.884
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: End schtask.

Info	2021-07-28 , 12:45:51.907
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: End schtask.

Info	2021-07-28 , 12:45:51.938
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: Request ScheduleInfo info: Frequency , PackageType , DayOfWeek , DayOfMonth , UTCTimeToCheck , SchedulerAbility , RecommendedAutoUpdates , Notify 

Info	2021-07-28 , 12:45:51.938
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: Request ScheduleInfo info: Frequency , PackageType , DayOfWeek , DayOfMonth , UTCTimeToCheck , SchedulerAbility , RecommendedAutoUpdates , Notify 

Info	2021-07-28 , 12:45:51.938
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: Request ScheduleInfo info: Frequency , PackageType , DayOfWeek , DayOfMonth , UTCTimeToCheck , SchedulerAbility , RecommendedAutoUpdates , Notify 

Info	2021-07-28 , 12:45:51.938
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: UpdateSchedule.xml ScheduleInfo info: Frequency Weekly, PackageType Critical, DayOfWeek Thursday, DayOfMonth , UTCTimeToCheck 22:45:51, SchedulerAbility ON, RecommendedAutoUpdatesON, Notify DownloadAndInstallIfNoReboot

Info	2021-07-28 , 12:45:51.938
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: Combine ScheduleInfo info: Frequency Weekly, PackageType Critical, DayOfWeek Thursday, DayOfMonth , UTCTimeToCheck 22:45:51, SchedulerAbility ON, RecommendedAutoUpdates ON, Notify DownloadAndInstallIfNoReboot

Info	2021-07-28 , 12:45:51.943
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: UpdateSchedule.xml ScheduleInfo info: Frequency Weekly, PackageType Critical, DayOfWeek Thursday, DayOfMonth , UTCTimeToCheck 22:45:51, SchedulerAbility ON, RecommendedAutoUpdatesON, Notify DownloadAndInstallIfNoReboot

Info	2021-07-28 , 12:45:51.943
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: UpdateSchedule.xml ScheduleInfo info: Frequency Weekly, PackageType Critical, DayOfWeek Thursday, DayOfMonth , UTCTimeToCheck 22:45:51, SchedulerAbility ON, RecommendedAutoUpdatesON, Notify DownloadAndInstallIfNoReboot

Info	2021-07-28 , 12:45:51.943
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: Combine ScheduleInfo info: Frequency Weekly, PackageType Critical, DayOfWeek Thursday, DayOfMonth , UTCTimeToCheck 22:45:51, SchedulerAbility ON, RecommendedAutoUpdates ON, Notify DownloadAndInstallIfNoReboot

Info	2021-07-28 , 12:45:51.943
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: Combine ScheduleInfo info: Frequency Weekly, PackageType Critical, DayOfWeek Thursday, DayOfMonth , UTCTimeToCheck 22:45:51, SchedulerAbility ON, RecommendedAutoUpdates ON, Notify DownloadAndInstallIfNoReboot

Info	2021-07-28 , 12:45:51.965
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: End schtask.

Info	2021-07-28 , 12:45:51.977
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: Request ScheduleInfo info: Frequency , PackageType , DayOfWeek , DayOfMonth , UTCTimeToCheck , SchedulerAbility , RecommendedAutoUpdates , Notify 

Info	2021-07-28 , 12:45:51.981
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: UpdateSchedule.xml ScheduleInfo info: Frequency Weekly, PackageType Critical, DayOfWeek Thursday, DayOfMonth , UTCTimeToCheck 22:45:51, SchedulerAbility ON, RecommendedAutoUpdatesON, Notify DownloadAndInstallIfNoReboot

Info	2021-07-28 , 12:45:51.981
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: Combine ScheduleInfo info: Frequency Weekly, PackageType Critical, DayOfWeek Thursday, DayOfMonth , UTCTimeToCheck 22:45:51, SchedulerAbility ON, RecommendedAutoUpdates ON, Notify DownloadAndInstallIfNoReboot

Info	2021-07-28 , 12:45:52.153
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.SystemUpdate_GetUpdateSchedule()
	Message: ScheduleFile is exist , ScheduleTask is exist ,Use ScheduleTask  create ScheduleFile

Info	2021-07-28 , 12:45:52.153
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder.Get_MostRecentUpdateInfo()
	Message: Get MostRecentUpdateInfo list...

Info	2021-07-28 , 12:45:52.153
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.GetMostRecentUpdateInfo()
	Message: get checkUpdateFile from file: checkUpdateFile.ser

Severe	2021-07-28 , 12:45:52.153
	at Tvsu.Sdk.SuSdk.get_Instance()
	Message: Application runs with the framework: 4.0.30319.42000

Info	2021-07-28 , 12:45:52.153
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: Task ScheduleInfo info: DayOfWeekSch Thursday, DayOfMonthSch , UTCTimeToCheck 18:45:51, SchedulerAbility ON

Info	2021-07-28 , 12:45:52.153
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: UpdateSchedule.xml ScheduleInfo info: Frequency Weekly, PackageType Critical, DayOfWeek Thursday, DayOfMonth , UTCTimeToCheck 22:45:51, SchedulerAbility ON, RecommendedAutoUpdates ON, Notify DownloadAndInstallIfNoReboot

Info	2021-07-28 , 12:45:52.153
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: Combine ScheduleInfo info: Frequency Weekly, PackageType Critical, DayOfWeek Thursday, DayOfMonth , UTCTimeToCheck 18:45:51, SchedulerAbility ON, RecommendedAutoUpdates ON, Notify DownloadAndInstallIfNoReboot

Info	2021-07-28 , 12:45:52.153
	at Tvsu.Engine.DataBase.get_Instance()
	Message: Initializing the DataBase from file: updates.ser

Info	2021-07-28 , 12:45:52.153
	at Tvsu.Nls.NlsResources..ctor()
	Message: Starting the instance of NLS@Runtime

Info	2021-07-28 , 12:45:52.240
	at Tvsu.Nls.NlsResources.loadResources()
	Message: resources folder is:C:\ProgramData\Lenovo\iMController\Plugins\LenovoSystemUpdatePlugin\x64\\resources\translated\EN\strings\TranslatedResources.rpo

Info	2021-07-28 , 12:45:52.240
	at Tvsu.Nls.NlsResources.get_Instance()
	Message: 
The active language is: EN
The default language is: EN
The OS language is: EN
The language loaded type is: OS

Info	2021-07-28 , 12:45:52.240
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.GetMostRecentUpdateInfo()
	Message: Starting the Application

Info	2021-07-28 , 12:45:57.572
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder.UpdateADPolicySettings()
	Message: ScheduleFile is exist , ScheduleTask is exist ,Use ScheduleTask  create ScheduleFile

Info	2021-07-28 , 12:45:57.573
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: Task ScheduleInfo info: DayOfWeekSch Thursday, DayOfMonthSch , UTCTimeToCheck 18:45:51, SchedulerAbility ON

Info	2021-07-28 , 12:45:57.573
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: Settings in UpdateSchedule.xml is same with task, not need to update

Info	2021-07-28 , 12:45:57.574
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: Request ScheduleInfo info: Frequency , PackageType , DayOfWeek , DayOfMonth , UTCTimeToCheck , SchedulerAbility , RecommendedAutoUpdates , Notify 

Info	2021-07-28 , 12:45:57.574
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: UpdateSchedule.xml ScheduleInfo info: Frequency Weekly, PackageType Critical, DayOfWeek Thursday, DayOfMonth , UTCTimeToCheck 18:45:51, SchedulerAbility ON, RecommendedAutoUpdatesON, Notify DownloadAndInstallIfNoReboot

Info	2021-07-28 , 12:45:57.574
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: Combine ScheduleInfo info: Frequency Weekly, PackageType Critical, DayOfWeek Thursday, DayOfMonth , UTCTimeToCheck 18:45:51, SchedulerAbility ON, RecommendedAutoUpdates ON, Notify DownloadAndInstallIfNoReboot

Info	2021-07-28 , 12:45:57.631
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder.<OnRegistryChangeEventAsync>d__42.MoveNext()
	Message: MetricsEnabled is YES

Info	2021-07-28 , 12:45:57.631
	at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.Start[TStateMachine](TStateMachine& stateMachine)
	Message: OnRegistryChangeEventAsync end!

Info	2021-07-28 , 12:45:57.631
	at System.Runtime.CompilerServices.AsyncTaskMethodBuilder.Start[TStateMachine](TStateMachine& stateMachine)
	Message: OnRegistryChangeEvent() Start

Info	2021-07-28 , 12:45:58.695
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder.UpdateADPolicySettings()
	Message: ScheduleFile is exist , ScheduleTask is exist ,Use ScheduleTask  create ScheduleFile

Info	2021-07-28 , 12:45:58.696
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: Task ScheduleInfo info: DayOfWeekSch Thursday, DayOfMonthSch , UTCTimeToCheck 18:45:51, SchedulerAbility ON

Info	2021-07-28 , 12:45:58.696
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: Settings in UpdateSchedule.xml is same with task, not need to update

Info	2021-07-28 , 12:45:58.696
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: Request ScheduleInfo info: Frequency , PackageType , DayOfWeek , DayOfMonth , UTCTimeToCheck , SchedulerAbility , RecommendedAutoUpdates , Notify 

Info	2021-07-28 , 12:45:58.697
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: UpdateSchedule.xml ScheduleInfo info: Frequency Weekly, PackageType Critical, DayOfWeek Thursday, DayOfMonth , UTCTimeToCheck 18:45:51, SchedulerAbility ON, RecommendedAutoUpdatesON, Notify DownloadAndInstallIfNoReboot

Info	2021-07-28 , 12:45:58.697
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: Combine ScheduleInfo info: Frequency Weekly, PackageType Critical, DayOfWeek Thursday, DayOfMonth , UTCTimeToCheck 18:45:51, SchedulerAbility ON, RecommendedAutoUpdates ON, Notify DownloadAndInstallIfNoReboot

Info	2021-07-28 , 12:45:58.757
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder.<OnUserLoginEventAsync>d__43.MoveNext()
	Message: MetricsEnabled is YES

Info	2021-07-28 , 12:45:58.759
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder.<OnUserLoginEventAsync>d__43.MoveNext()
	Message: ScheduleFile is exist , ScheduleTask is exist ,Use ScheduleTask  create ScheduleFile

Info	2021-07-28 , 12:45:58.760
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: Task ScheduleInfo info: DayOfWeekSch Thursday, DayOfMonthSch , UTCTimeToCheck 18:45:51, SchedulerAbility ON

Info	2021-07-28 , 12:45:58.760
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: Settings in UpdateSchedule.xml is same with task, not need to update

Info	2021-07-28 , 12:45:58.764
	at System.Runtime.CompilerServices.AsyncTaskMethodBuilder.Start[TStateMachine](TStateMachine& stateMachine)
	Message: CheckUpdateTasklist get stage is idle

Info	2021-07-28 , 12:46:36.511
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder.UpdateADPolicySettings()
	Message: ScheduleFile is exist , ScheduleTask is exist ,Use ScheduleTask  create ScheduleFile

Info	2021-07-28 , 12:46:36.511
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder.UpdateADPolicySettings()
	Message: ScheduleFile is exist , ScheduleTask is exist ,Use ScheduleTask  create ScheduleFile

Info	2021-07-28 , 12:46:36.512
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: Task ScheduleInfo info: DayOfWeekSch Thursday, DayOfMonthSch , UTCTimeToCheck 18:45:51, SchedulerAbility ON

Info	2021-07-28 , 12:46:36.512
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: Task ScheduleInfo info: DayOfWeekSch Thursday, DayOfMonthSch , UTCTimeToCheck 18:45:51, SchedulerAbility ON

Info	2021-07-28 , 12:46:36.512
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: Settings in UpdateSchedule.xml is same with task, not need to update

Info	2021-07-28 , 12:46:36.512
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.CreateSchedule()
	Message: Settings in UpdateSchedule.xml is same with task, not need to update

Info	2021-07-28 , 12:46:36.512
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: Request ScheduleInfo info: Frequency , PackageType , DayOfWeek , DayOfMonth , UTCTimeToCheck , SchedulerAbility , RecommendedAutoUpdates , Notify 

Info	2021-07-28 , 12:46:36.512
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: Request ScheduleInfo info: Frequency , PackageType , DayOfWeek , DayOfMonth , UTCTimeToCheck , SchedulerAbility , RecommendedAutoUpdates , Notify 

Info	2021-07-28 , 12:46:36.513
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: UpdateSchedule.xml ScheduleInfo info: Frequency Weekly, PackageType Critical, DayOfWeek Thursday, DayOfMonth , UTCTimeToCheck 18:45:51, SchedulerAbility ON, RecommendedAutoUpdatesON, Notify DownloadAndInstallIfNoReboot

Info	2021-07-28 , 12:46:36.513
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
	Message: UpdateSchedule.xml ScheduleInfo info: Frequency Weekly, PackageType Critical, DayOfWeek Thursday, DayOfMonth , UTCTimeToCheck 18:45:51, SchedulerAbility ON, RecommendedAutoUpdatesON, Notify DownloadAndInstallIfNoReboot

Info	2021-07-28 , 12:46:36.513
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.RequestResponder..ctor()
