[Lenovo System Update build: 2021-03-31 2.0.0.1]	28/07/2021 01:00:44
	Message: Loading the Update: C:\ProgramData\Lenovo\ImController\SystemPluginData\LenovoSystemUpdatePlugin\session\Repository\01lf02afar2w6jb0_s360_14itl\01lf02afar2w6jb0_s360_14itl_2_.xml

Info	2021-07-28 , 01:00:48.885
	at Tvsu.Engine.DataBase.InitializeDataBase()
	Message: start check database!

Info	2021-07-28 , 01:00:48.885
	at Tvsu.Nls.NlsResources..ctor()
	Message: Starting the instance of NLS@Runtime

Info	2021-07-28 , 01:00:48.967
	at Tvsu.Nls.NlsResources.loadResources()
	Message: resources folder is:C:\ProgramData\Lenovo\iMController\Plugins\LenovoSystemUpdatePlugin\x64\\resources\translated\EN\strings\TranslatedResources.rpo

Info	2021-07-28 , 01:00:48.968
	at Tvsu.Nls.NlsResources.get_Instance()
	Message: 
The active language is: EN
The default language is: EN
The OS language is: EN
The language loaded type is: OS

Info	2021-07-28 , 01:00:48.968
	at Lenovo.Modern.Plugins.SystemUpdatePlugin.SystemUpdateAgent.GetMostRecentUpdateInfo()
	Message: Starting the Application

